timesteps,wall_min,level,episodes_at_level,success_rate,fail_rate,top_failure,final_abs_heading_err,ep_rew_mean
1228800,20.59543621937434,V1,76,0.9605263157894737,0,,0.12360622597670122,328.9856262207031
1232896,20.665207715829215,V1,78,0.9487179487179487,0,,0.12149316800693633,327.8608703613281
1236992,20.763987270991006,V1,81,0.9506172839506173,0,,0.11634369587806895,329.74786376953125
1241088,20.85327889919281,V1,83,0.9518072289156626,0,,0.11219126166259422,331.0619812011719
1245184,20.925477143128713,V1,86,0.9418604651162791,0,,0.11954074731458868,332.7213134765625
1249280,20.991918647289275,V1,89,0.9438202247191011,0,,0.11969255190579708,334.630859375
1253376,21.057166318098705,V1,91,0.945054945054945,0,,0.1175154363115395,335.9595642089844
1257472,21.12233169078827,V1,93,0.946236559139785,0,,0.1180902647949226,336.7275085449219
1261568,21.188334079583488,V1,96,0.9479166666666666,0,,0.120685137488273,337.1055603027344
1265664,21.253368063767752,V1,99,0.9494949494949495,0,,0.12756825961988089,339.0567626953125
1269760,21.318891886870066,V2,1,1.0,0,,0.050402058269739314,340.1955871582031
1273856,21.385001663366953,V2,4,1.0,0,,0.11304133707560382,340.9833984375
1277952,21.448412875334423,V2,6,1.0,0,,0.10310522835281925,340.7839050292969
1282048,21.515292020638785,V2,9,1.0,0,,0.11087348360751371,340.22869873046875
1286144,21.586365095774333,V2,11,1.0,0,,0.13255447802753845,340.265380859375
1290240,21.66567841768265,V2,14,1.0,0,,0.11878125567386937,340.8445739746094
1294336,21.73167678117752,V2,17,0.9411764705882353,0,,0.12892484874482962,340.7717590332031
1298432,21.7975768049558,V2,19,0.9473684210526315,0,,0.13504894782128032,341.6234130859375
1302528,21.86769862572352,V2,22,0.9545454545454546,0,,0.1314464387801838,341.2285461425781
1306624,21.95936564207077,V2,24,0.9583333333333334,0,,0.13678807018882347,340.8405456542969
1310720,22.042001008987427,V2,27,0.9259259259259259,0,,0.13596865019213863,339.84527587890625
1314816,22.108046905199686,V2,29,0.9310344827586207,0,,0.14106567007730442,340.6512756347656
1318912,22.173229122161864,V2,32,0.9375,0,,0.1446597853196332,340.3036193847656
1323008,22.240741674105326,V2,35,0.9428571428571428,0,,0.1394386834834563,340.7594909667969
1327104,22.303940896193186,V2,37,0.9459459459459459,0,,0.13942270057884681,340.659912109375
1331200,22.36868950128555,V2,40,0.95,0,,0.14027752466674387,341.18243408203125
1335296,22.4323060353597,V2,42,0.9523809523809523,0,,0.14002059482700177,341.40386962890625
1339392,22.498453323046366,V2,45,0.9555555555555556,0,,0.13615263893849947,342.17510986328125
1343488,22.56446783542633,V2,47,0.9574468085106383,0,,0.13219414913336378,341.8715515136719
1347584,22.63119319677353,V2,50,0.96,0,,0.13347684673974436,340.7598876953125
1351680,22.696690853436788,V2,53,0.9622641509433962,0,,0.13924374868909808,340.5223693847656
1355776,22.76200880606969,V2,55,0.9636363636363636,0,,0.14097217754145278,340.0992126464844
1359872,22.827511366208395,V2,57,0.9649122807017544,0,,0.14598236441752563,340.1905822753906
1363968,22.89351582924525,V2,60,0.9666666666666667,0,,0.1367464800108573,340.0635986328125
1368064,22.95949176947276,V2,63,0.9682539682539683,0,,0.13764759504163065,340.1279602050781
1372160,23.02524167696635,V2,65,0.9692307692307692,0,,0.13808715787946965,339.9889831542969
1376256,23.090307033061983,V2,68,0.9705882352941176,0,,0.14055877915725687,340.1029052734375
